ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module,TempSta,IrraSta,StnPres,StnPresMax,StnPresMin,Temp_t,TempMax,TempMin,RH,RHMin,WS,WD,WSGust,WDGust,Precp,StaName,StnPres_i,SeaPres,StnPresMax_i,StnPresMin_i,Temp_i,TempMax_i,TempMin_i,TdDewPoint,RH_i,RHMin_i,WS_i,WD_i,WSGust_i,WDGust_i,Precp_i,PrecpMax10,PrecpMax60,SunShine,Irradiance_i,StaName_i,AQSta,Station,COMean,COMin,COMax,COMedian,COStd,COSkew,COKurt,NO2Mean,NO2Min,NO2Max,NO2Median,NO2Std,NO2Skew,NO2Kurt,O3Mean,O3Min,O3Max,O3Median,O3Std,O3Skew,O3Kurt,PM10Mean,PM10Min,PM10Max,PM10Median,PM10Std,PM10Skew,PM10Kurt,PM2.5Mean,PM2.5Min,PM2.5Max,PM2.5Median,PM2.5Std,PM2.5Skew,PM2.5Kurt,SO2Mean,SO2Min,SO2Max,SO2Median,SO2Std,SO2Skew,SO2Kurt,SunLightHr,SunRise,SunSet,ZenithAngle,AirMassNoon,Location
11,2020-06-19,50.345627570171246,3017,26.08,499.8,25.11,121.26,22.0,579.5127020548447,29.4,MM60-6RT-300,lz,aic,1004.9,1006.3,1003.9,29.6,34.1,25.2,72.0,55.0,2.5,244.0,11.4,260.0,0.0,lz,995.7,1011.3,996.9,994.7,29.8,33.5,26.7,22.3,64.0,51.0,0.8,230.0,10.5,250.0,0.0,0.0,0.0,11.4,26.08,aic,dy,dy,0.17,0.09,0.3,0.16499999,0.0651419857266179,0.5054876804351807,-0.7511081537956739,6.304167,1.12,18.54,5.0200005,4.856494496240101,0.9270292520523072,-0.0804366160979497,16.925,3.5,30.0,16.8,8.077679912177492,0.0665823146700859,-1.291143307923684,19.833334,10.0,29.0,20.5,5.569065698447379,-0.0645943731069564,-0.8285725134852364,5.25,2.0,13.0,4.5,2.625129396396697,1.0402207374572754,1.0847160532662177,2.2458334,0.1,4.5,2.45,1.4246217267494174,-0.1232592687010765,-1.2776312218355756,48832,18876,67708,1.769,1.0,25.11-121.26
12,2020-06-20,51.096484446127754,3219,27.27,499.8,25.11,121.26,22.0,570.4353341582174,29.6,MM60-6RT-300,lz,aic,1004.5,1006.2,1002.8,29.7,34.2,25.3,74.0,58.0,2.0,243.0,10.4,239.0,0.0,lz,995.4,1010.9,996.7,993.6,29.7,33.3,26.6,22.9,67.0,53.0,0.9,230.0,8.9,210.0,0.0,0.0,0.0,11.7,27.27,aic,dy,dy,0.1925,0.1,0.32,0.17,0.0771362411633508,0.3130549192428589,-1.47050000003729,7.980417,1.54,21.96,5.49,6.252057970679191,0.7320136427879333,-0.7726101974478796,19.008333,2.6,37.0,18.8,10.952066055865982,-0.0098615093156695,-1.2579509302860237,20.666666,11.0,47.0,20.0,7.118052168020873,2.174771308898926,5.893404910722163,8.958333,3.0,18.0,8.0,3.781869409681416,0.6349694132804871,-0.2449455589513975,3.2541666,1.5,5.9,3.4,1.1970904079286002,0.1144466325640678,-0.7021391763747338,48832,18889,67721,1.75,1.0,25.11-121.26
13,2020-06-21,48.20242712373233,2551,21.69,499.8,25.11,121.26,22.0,512.0228498799155,29.4,MM60-6RT-300,lz,aic,1001.8,1004.1,999.2,29.6,33.9,25.8,75.0,60.0,2.5,246.0,12.6,264.0,0.0,lz,992.6,1008.1,994.8,990.0,29.7,33.4,26.3,22.9,67.0,55.0,1.3,210.0,10.3,210.0,0.0,0.0,0.0,11.3,21.69,aic,dy,dy,0.165,0.1,0.25,0.16,0.0337510068235706,0.4145139455795288,0.3625662563094298,4.8970833,0.87,13.29,4.705,3.0663042468505552,0.9264811277389526,0.6517500762608179,23.591667,9.9,40.3,20.8,9.63791945784142,0.4232247173786163,-1.137287267407747,23.208334,11.0,38.0,23.0,6.351851265005631,0.5576106905937195,0.3973946948751234,10.541667,3.0,25.0,9.0,4.78202400905604,1.17390775680542,1.5645824879646222,2.1166666,1.3,3.7,2.1,0.5096176578175529,1.0984735488891602,2.0651189456613386,48832,18901,67733,1.738,1.0,25.11-121.26
14,2020-06-22,51.643291196292424,2872,25.25,499.8,25.11,121.26,22.0,504.1230991538037,29.6,MM60-6RT-300,lz,aic,1002.2,1004.0,1001.1,29.9,34.1,26.1,72.0,59.0,2.3,239.0,11.1,238.0,0.0,lz,993.1,1008.6,994.6,992.1,30.1,33.4,27.4,22.5,64.0,55.0,1.4,210.0,10.7,250.0,0.0,0.0,0.0,10.5,25.25,aic,dy,dy,0.13565217,0.08,0.2,0.13,0.039407670765393,0.1167531758546829,,5.2165217,1.99,8.76,4.83,2.549755117925049,0.1319423913955688,,17.878262,9.7,31.2,16.7,6.143063998718554,0.4239722192287445,,17.086956,10.0,30.0,16.0,4.737788547012786,1.033220291137695,,5.304348,1.0,12.0,6.0,2.6360228756197306,0.5511282086372375,,2.5304348,1.4,3.7,2.7,0.64274609819025,-0.4187463223934173,,48830,18915,67745,1.735,1.0,25.11-121.26
15,2020-06-23,52.00708409789589,3070,26.71,499.8,25.11,121.26,22.0,567.8777461193744,30.4,MM60-6RT-300,lz,aic,1002.9,1003.9,1002.0,30.5,34.9,26.3,71.0,56.0,2.2,191.0,10.4,256.0,0.0,lz,993.8,1009.3,994.6,992.9,30.6,34.4,27.4,22.7,63.0,49.0,1.3,220.0,10.1,210.0,0.0,0.0,0.0,11.9,26.71,aic,dy,dy,0.17208333,0.1,0.28,0.16,0.0519179254563031,0.659321665763855,-0.5098584221695921,7.14,2.4,15.03,6.725,3.8882666464342135,0.5979540944099426,-0.8607014385370415,21.241667,6.3,49.0,15.9,12.434346413348258,1.0264892578125,-0.1190186855400732,20.541666,7.0,34.0,20.0,6.858692781184084,-0.127453863620758,-0.817946814580703,8.041667,4.0,15.0,7.5,2.5956345737756905,0.6824795007705688,0.2178275600586885,2.6458333,1.0,3.8,2.65,0.7906954360057382,-0.5855187773704529,-0.2738788352974324,48825,18931,67756,1.739,1.0,25.11-121.26
16,2020-06-24,52.69924998571075,2902,26.2,499.8,25.11,121.26,22.0,525.6977553487175,30.2,MM60-6RT-300,lz,aic,1002.5,1004.0,1001.0,30.3,34.9,26.6,74.0,58.0,2.1,62.0,10.2,262.0,0.0,lz,993.4,1008.9,994.6,992.0,30.2,34.5,27.3,23.7,68.0,50.0,1.2,220.0,8.3,190.0,0.0,0.0,0.0,11.2,26.2,aic,dy,dy,0.16541667,0.1,0.24,0.17,0.0352604175289711,-0.1163042485713958,-0.2820764468482455,7.363333,2.64,13.19,7.195,3.155506700282649,0.1805068105459213,-1.1279978429020594,22.862501,7.5,48.9,20.0,12.034220010642477,0.8042414784431458,-0.4619501698895991,21.166666,12.0,30.0,21.0,4.449393379919937,0.3899695575237274,-0.2225771715652342,7.875,3.0,18.0,7.0,3.2479090263549963,1.600363850593567,2.3059077802913936,1.4708333,0.0,3.5,1.6,0.8337861101562647,-0.0485491454601287,0.1591416886965979,48818,18947,67765,1.753,1.0,25.11-121.26
17,2020-06-25,52.58935702042262,3054,27.54,499.8,25.11,121.26,22.0,505.5096780483499,30.5,MM60-6RT-300,lz,aic,1003.4,1005.4,1002.0,30.6,34.6,26.9,69.0,54.0,2.3,122.0,10.5,139.0,0.0,lz,994.3,1009.8,996.2,993.0,30.4,34.1,27.3,22.7,63.0,48.0,1.5,210.0,9.2,160.0,0.0,0.0,0.0,11.9,27.54,aic,dy,dy,0.13083333,0.08,0.21,0.12,0.0411694978479831,0.5468591451644897,-0.9631387964118217,4.9483333,1.49,9.8,4.0,2.7808642175710903,0.2533063292503357,-1.5118546140483549,18.808334,9.9,31.1,17.7,6.85609338995348,0.2977207005023956,-1.4380882411249716,16.0,9.0,24.0,15.5,3.753259453027345,0.3068040311336517,-0.5528120713305897,5.25,1.0,15.0,4.5,3.7677117954951176,1.0169426202774048,0.3299226341760435,2.3833332,1.2,3.8,2.35,0.7298997205145131,0.1071894466876983,-0.8833207285043883,48811,18962,67773,1.774,1.0,25.11-121.26
18,2020-06-26,46.90796883274017,2349,20.06,499.8,25.11,121.26,22.0,530.9993683345494,29.3,MM60-6RT-300,lz,aic,1005.7,1007.3,1004.6,29.4,35.4,26.0,75.0,54.0,1.4,226.0,8.3,265.0,0.0,lz,996.5,1012.1,998.1,995.4,29.4,34.8,26.5,22.8,68.0,50.0,1.6,180.0,7.3,300.0,0.0,0.0,0.0,9.7,20.06,aic,dy,dy,0.21625,0.09,0.54,0.16,0.1375819906195502,1.4404858350753784,0.4768740252850265,8.788947,1.24,23.62,5.58,7.907943229474932,0.8931697607040405,,18.804167,3.0,41.0,15.4,10.651943177622226,0.4693669080734253,-0.8658652754240972,18.0,11.0,31.0,17.0,4.491537937441724,0.882537305355072,1.119649065020365,7.5833335,1.0,14.0,7.0,3.133502924796807,0.1079543232917785,-0.2034515155109364,2.3333333,0.7,5.8,1.8499999,1.338937541800512,1.294175624847412,0.8118427847175043,48800,18980,67780,2.396,1.001,25.11-121.26
19,2020-06-27,52.44040415836984,2985,27.61,499.8,25.11,121.26,22.0,549.4792719370901,29.8,MM60-6RT-300,lz,aic,1005.5,1006.9,1004.2,29.9,34.7,25.1,76.0,58.0,2.1,144.0,9.8,248.0,0.0,lz,996.4,1012.0,997.6,995.0,29.8,34.1,26.3,23.3,68.0,53.0,1.3,220.0,9.7,320.0,0.0,0.0,0.0,11.5,27.61,aic,dy,dy,0.16583334,0.08,0.44,0.12,0.0923564296316547,1.5498939752578735,1.5182890640105704,6.2233334,1.5,19.39,4.3849998,5.053183755594163,1.087857365608215,0.1527114759009569,22.375,3.0,49.8,23.05,14.03487109841484,0.2674899995326996,-0.982141774763603,17.916666,12.0,26.0,18.0,3.843873348439121,0.2997885942459106,-0.6779665996480735,7.8333335,3.0,13.0,8.0,3.031238327334466,-0.0310315806418657,-1.2736324420284162,0.8210526,-0.5,2.8,1.0,0.99531064668392,0.3706367611885071,,48788,18998,67786,2.398,1.001,25.11-121.26
20,2020-06-28,53.41875758065014,2966,26.16,499.8,25.11,121.26,22.0,537.252710594392,29.7,MM60-6RT-300,lz,aic,1004.6,1006.1,1003.3,29.9,34.6,26.0,74.0,53.0,1.6,211.0,9.6,266.0,0.0,lz,995.4,1010.9,996.7,994.2,30.0,34.1,26.8,23.0,67.0,46.0,1.1,220.0,8.1,300.0,0.0,0.0,0.0,10.8,26.16,aic,dy,dy,0.18565217,0.1,0.35,0.17,0.0727902399493076,1.1060163974761963,,5.541304,1.45,14.1,4.18,4.020872035213078,0.8222524523735046,,20.631819,8.0,35.8,19.05,8.394407638315917,0.4003413021564483,,15.956522,4.0,27.0,16.0,5.439571013078523,-0.1577755659818649,,6.9130435,1.0,17.0,7.0,4.198625786852612,1.0393106937408447,,2.9,1.7,4.0,2.9,0.7223698519865801,-0.0847898870706558,,48774,19017,67791,2.408,1.001,25.11-121.26
21,2020-06-29,52.981427764936626,2960,24.71,499.8,25.11,121.26,22.0,471.4250149124512,30.5,MM60-6RT-300,lz,aic,1002.5,1004.3,1001.0,30.6,35.0,26.0,72.0,58.0,2.3,229.0,11.2,243.0,0.0,lz,993.3,1008.8,995.0,991.9,30.3,34.4,26.9,23.6,68.0,54.0,1.3,230.0,10.2,210.0,0.0,0.0,0.0,11.1,24.71,aic,dy,dy,0.16086957,0.09,0.32,0.14,0.0546819765111421,1.1796554327011108,,5.964348,1.91,12.51,3.89,3.705595092650387,0.7023465037345886,,20.973913,7.6,48.2,19.4,11.899970282234888,0.9598341584205629,,19.391304,10.0,33.0,19.0,5.74249811362444,0.2371250689029693,,7.173913,1.0,26.0,7.0,4.696731686774262,2.967928886413574,,1.7043478,0.7,3.7,1.5,0.8149056207284032,1.8162044286727903,,48758,19036,67794,2.426,1.001,25.11-121.26
22,2020-06-30,49.54606646634692,2650,23.69,499.8,25.11,121.26,22.0,462.9436168082632,30.3,MM60-6RT-300,lz,aic,1001.6,1003.1,1000.4,30.4,34.6,26.2,76.0,63.0,2.4,230.0,11.5,242.0,0.0,lz,992.5,1007.9,993.9,991.3,30.1,34.3,27.4,24.3,71.0,59.0,1.3,230.0,8.5,300.0,0.0,0.0,0.0,10.1,23.69,aic,dy,dy,0.13,0.08,0.17,0.14,0.0298886824417156,-0.3424213826656341,-1.3836047289719051,4.440625,2.27,8.72,4.12,2.0734109934431326,1.0861622095108032,-0.2097741324197004,26.36875,11.8,44.1,26.45,9.518383097207682,0.1706285327672958,-0.7800629181778502,15.4375,10.0,31.0,14.0,5.085518655948479,2.050966501235962,3.546165662289174,3.75,1.0,9.0,4.0,2.3523038352503134,0.5180404782295227,-0.4700246770213385,1.95625,1.0,3.0,2.0,0.639759070600075,0.133304163813591,-1.2596984236774718,48741,19057,67798,2.452,1.001,25.11-121.26
23,2020-07-01,45.59316375030105,2703,20.73,499.8,25.11,121.26,22.0,503.3503259001968,29.6,MM60-6RT-300,lz,aic,1002.5,1005.1,1000.9,29.7,35.0,26.3,78.0,59.0,1.5,254.0,9.6,256.0,2.0,lz,993.3,1008.8,995.7,991.8,29.9,33.8,27.9,23.7,69.0,54.0,1.2,230.0,8.8,190.0,0.0,0.0,0.0,10.2,20.73,aic,dy,dy,0.1625,0.1,0.24,0.14,0.0406736759653039,0.5006475448608398,-0.9436481470413258,5.8283334,1.95,10.15,5.84,2.4279865634820075,0.408506691455841,-0.7634026886931018,21.679167,10.7,38.8,17.6,9.709340217093777,0.6382594704627991,-1.183476577704786,15.458333,6.0,32.0,14.0,6.164267061524598,1.006201982498169,0.6089274172703818,6.4166665,2.0,14.0,6.0,2.636147826340329,0.9954432845115662,1.107298378758589,2.4291666,1.3,4.2,2.3000002,0.7832369460934574,0.471047967672348,-0.5268334250273785,48712,19087,67800,2.504,1.001,25.11-121.26
24,2020-07-02,46.1864944957135,2153,16.73,499.8,25.11,121.26,22.0,566.220164788921,28.1,MM60-6RT-300,lz,aic,1004.6,1007.2,1002.9,28.2,34.8,24.3,84.0,55.0,1.1,175.0,11.1,165.0,20.5,lz,995.5,1011.1,998.0,993.7,28.1,33.7,23.4,23.7,79.0,50.0,1.5,160.0,10.6,150.0,10.5,7.5,10.5,8.1,16.73,aic,dy,dy,0.26,0.11,0.42,0.3,0.0960977764722139,-0.2225516587495803,-1.3674555341311665,12.596666,3.07,22.06,13.3,6.429597120095057,-0.2498884499073028,-1.4795173515734026,20.029167,1.7,49.9,13.35,16.388874231876585,0.6400830745697021,-1.2257829670932168,18.416666,8.0,26.0,19.5,4.968742878948502,-0.5797961354255676,-0.5976536195451194,6.8333335,1.0,13.0,7.0,3.2122952198871983,-0.1620116978883743,-0.656995891572846,2.875,1.2,6.1,2.7,1.1799963033167786,0.6563531756401062,0.546407140489849,48691,19108,67800,2.55,1.001,25.11-121.26
25,2020-07-03,43.870713921445144,2268,18.42,499.8,25.11,121.26,22.0,552.6453926632373,28.9,MM60-6RT-300,lz,aic,1006.4,1008.1,1005.2,29.0,33.6,24.6,81.0,58.0,1.5,169.0,7.9,249.0,0.0,lz,997.3,1012.9,998.8,996.1,29.0,33.0,25.0,23.6,73.0,53.0,1.2,200.0,6.4,210.0,0.0,0.0,0.0,11.1,18.42,aic,dy,dy,0.16333333,-0.01,0.37,0.18,0.1334383641449899,0.0752948671579361,-1.2624466381988613,9.079166,2.84,21.21,7.2200003,5.872760815745824,0.6426740288734436,-1.042534327671028,22.0,1.6,53.5,22.5,15.686715562820975,0.3263116478919983,-0.9316928048011408,18.75,10.0,27.0,18.0,4.4550899078420985,0.2031626850366592,-0.6748309695361434,6.8333335,1.0,12.0,7.0,2.6484887678869224,-0.0337576977908611,-0.3497196782979723,1.4125,-0.5,4.2,1.65,1.4845032744920847,0.0815705880522728,-1.3641179607395022,48667,19131,67798,2.605,1.001,25.11-121.26
26,2020-07-04,51.713464621276714,2778,24.77,499.8,25.11,121.26,22.0,614.4759740035217,29.7,MM60-6RT-300,lz,aic,1006.0,1007.8,1003.9,29.8,34.2,25.5,77.0,55.0,1.6,247.0,8.0,227.0,0.0,lz,996.9,1012.4,998.4,994.8,29.8,33.7,26.5,23.6,69.0,53.0,1.3,220.0,7.1,210.0,0.0,0.0,0.0,11.1,24.77,aic,dy,dy,0.11681818,-0.01,0.26,0.14,0.0951383130407716,-0.3681290447711944,,6.352083,1.54,11.51,5.67,3.405967954142425,0.0850592851638794,-1.4712007603134691,22.916666,8.2,47.0,17.849998,11.994769602368455,0.5404549241065979,-1.102322856297851,18.25,12.0,27.0,17.0,4.024382210217246,0.5954551696777344,-0.7223998830546465,9.0,6.0,16.0,8.0,2.4137288490055666,1.295169234275818,1.3172194618317654,2.8541667,1.7,4.4,2.85,0.718076642780989,0.3299852609634399,-0.8190275526475594,48642,19154,67796,2.669,1.001,25.11-121.26
